product_id,title,description,brand,category
273,"Sioux Tools - 1/4"" Bit Holder, 700 RPM, Pistol Grip Handle Air Screwdriver - 220 In/Lb Torque, 30 CFM",Item #: 73958779 Brand: Sioux Tools Model #: SSD10P7S Exact Tooling IR#: 04 Features and Benefits Pistol grip handles are positioned on the rear end of the tool. It is commonly used for vertical operations. Product Specifications Handle Type Pistol Grip Torque (In/Lb) 220.00 Bit Holder Size (Inch) 1/4 Speed (RPM) 700 Air Consumption (CFM) 30.00 Inlet Size (NPT) 1/4 Torque (N/m) 24.86 Air Consumption (LPS) 14.16,,
274,Topoisomerase II alpha Antibody / TOP2A,"TOP2A encodes a DNA topoisomerase, an enzyme that controls and alters the topologic states of DNA during transcription. This nuclear enzyme is involved in processes such as chromosome condensation, chromatid separation, and the relief of torsional stress that occurs during DNA transcription and replication. It catalyzes the transient breaking and rejoining of two strands of duplex DNA which allows the strands to pass through one another, thus altering the topology of DNA.",,
275,【日本銘石】ルース 北海道産蛍光オレンジオパール ＜北海道登別産＞ カボション [ac-g8057],,,
276,Conjunto de Treino Benfica 2025-26 - Casaco sem Capuz,"Conjunto Esportivo Perfeito: Blusa e Calça para o seu Dia a Dia e Treinos! Chegou o conjunto que une conforto, estilo e desempenho , perfeito para acompanhar você em todos os momentos, seja nos treinos, nos momentos de lazer ou no dia a dia. Com um design moderno e pensando na sua liberdade de movimento, nossos conjuntos de blusa e calça são a escolha ideal para quem não abre mão de qualidade e versatilidade. Principais Características: Material Premium: Confeccionados com uma combinação inteligente de poliéster e elastano de alta qualidade , nossos conjuntos oferecem a flexibilidade e o conforto que você precisa, com toque macio e durabilidade excepcional. Design Versátil: Com um design elegante e contemporâneo , nossos conjuntos são perfeitos para diferentes ocasiões. A blusa possui um corte que se adapta bem ao corpo, e a calça um caimento que proporciona liberdade de movimento. Conforto Respirável: O tecido com tecnologia respirável ajuda a manter você fresco e seco, controlando a ",,
277,رغوة تبييض الاسنان GUATONG,,,
278,Pitch Pro Model 8121 Fiberglass Pitching Mound,"Pitch Pro Model 8121 Fiberglass Pitching Mound Model 8121 is the most durable portable 10” pitching mound on the market today. As with all Pitch Pro mounds, our mound support structure is designed to eliminate surface deflection and dead spots, giving pitchers a sturdy landing with every pitch. Model 8121 is ideal for leagues, schools, and facilities designers/managers. Portable 10” game mound Used for distances of 60’6” Unique gel coat-down design is weather and UV resistant Launch Pad included TEN YEAR (10) warranty on mound core! The CHOICE for Rec. Departments, High Schools and Colleges EXTREMELY Rigid Portable (4 person) Room for pickoffs Specifications Weight 425 lbs Dimensions 144 × 96 × 18 in",,
279,Kawasaki Power - Spare Parts - 92145-1687 - SPRING,Kawasaki Power - Spare Parts - 92145-1687 - SPRING,,
280,Dennys Money Pocket Apron,,,
281,"BEZTAT 30mm (6/5"" Inch) Ultra Premium Clear Disposable Tubes w/Red Soft Silicone Grip- 15 Pack, Round Tip (9RT)",,,
282,Siemens 12A 5 5Kw With 1Nc Size S00 24V Ac Power Contactor - 3RT20171AB02,Siemens 12A 5 5Kw With 1Nc Size S00 24V Ac Power Contactor - 3RT20171AB02,,
283,Flag-A-Tag Extra Belts - Set of 6,Steel D-ring belt loops for sizing One size fits most,,
284,Temperature Gauge: 82-89 Camaro,New Camaro Dash Temperature gauge as shown.,,
285,Vacuum Strecher Fracture Protection Air Cushion Body Fixed Airbag for Patient Transport,"Useful for transporting patients over short distances Act as a stretcher Country of Origin : India Manufacturer/Importer/Marketed By : Meddey Technologies Pvt Ltd.C-75, First Floor DDA Sheds, Industrial Area , Phase 1 , Okhla , New Delhi - 110020 , Phone No- +91 8586-012345",,
286,Creme Captain Cook Indústrias Oriol 1942 / 500ml,"Descrição A CREME CAPTAIN COOK de 500ml, da marca INDUSTRIAS ORIOL 1942 SL, é a escolha perfeita para quem busca um toque especial nas suas diversas receitas. Este creme é ideal para cozinhar, realçando o sabor dos alimentos com a sua textura rica e cremosa. Seja para pratos salgados ou doces, o CAPTAIN COOK proporciona versatilidade na sua cozinha. A embalagem de 500ml é conveniente para ter sempre em casa, garantindo que nunca falte este ingrediente essencial para as tuas criações culinárias. Com a garantia de qualidade da INDUSTRIAS ORIOL, este creme vai tornar-se rapidamente um favorito na tua despensa. Características Principais: Quantidade: 500ml Marca: INDUSTRIAS ORIOL 1942 SL Uso Versátil: Ideal para diversas receitas Textura Rica: Cremosa e fácil de trabalhar Especificações EAN: 8423029078812 Formato: Garrafa de 500ml Conservação: Armazenar em local fresco e seco",,
287,(Précommande)Tablier pour enfant avec toque Stitch,"🌊🧁 Des recettes pleines de malice avec Stitch ! Avec cet ensemble Stitch, les enfants de 3 à 8 ans peuvent enfiler leur tablier et leur toque comme de vrais petits chefs… ou comme de véritables petits extraterrestres gourmands ! Idéal pour les ateliers pâtisserie, les anniversaires ou les jeux de rôle à la maison. 🌟 Pourquoi les petits cuisiniers l’adorent ? 🔹 Design Stitch — fun, coloré et 100 % kawaï 🔹 Matière : 100 % polyester — léger, résistant et facile à nettoyer 🔹 Ensemble complet : 1 tablier + 1 toque de chef — pour cuisiner avec style et espièglerie 🔹 Taille recommandée : 3 à 8 ans — parfait pour les petits gourmands en mission sucrée 🔹 Idéal pour les ateliers créatifs, les goûters ou les fêtes à thème 🎁 Un cadeau parfait pour les enfants qui aiment cuisiner, rire… et créer des recettes pleines d’amour et de chaos avec Stitch 🌺✨",,
288,Turning Point Hub Kit #715,"Hub Kit #715 Features: For Yamaha 350 Lifetime Warranty Never buy another hub kit system again Inner splines adapt to the engine Outer hub compatible with different props Reduce gear shock engine/drive damage Save up to 30% when purchasing a replacement prop Eliminate propeller vibration chatter Eliminate hub cracking failure Corrosion resistant materials - brass splines Reduce gear shock engine/drive damage WARNING: This product can expose you to chemicals including LEAD which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information go to P65Warnings.ca.gov . table.productattributes, .productattributes td { border-bottom: 1px solid #ddd; border-collapse: collapse; padding: 2px; text-align: left; } Truck Freight: No Oversized: No",,
289,Flashcards para Concurso Psicologo da Prefeitura Jacui Mg 2025 - 400 Flashcards de Acordo com Edital,"Flashcards para Concurso Psicologo da Prefeitura Jacui Mg 2025 - 400 Flashcards de Acordo com Edital Está estudando para esse concurso? Aprimore os seus estudos com nossos FlashCards que foram desenvolvidos de acordo com conteúdo de acordo com o edital do concurso. Nossos FlashCards foram criados com o objetivo de facilitar o seu estudo e aumentar suas chances de aprovação no concurso. Tudo é muito simples! Você recebe o link, baixa o arquivo de flashcard no formato .APKG e importa para o seu programa ANKi (que é gratuito), e pronto. Já pode começar a testar seus conhecimentos. São 400 flashcards prontos que englobam questões de todos os tópicos do edital para você aprimorar seus conhecimentos. Nossos flashcards foram desenvolvidos com o apoio da inteligência artificial. Criamos agentes que estudaram diversas provas de concursos anteriores da banca desse concurso, compreendendo profundamente o estilo e as peculiaridades da questões elaboradas. Cruzamos essa informação com o conteúdo pr",,
290,Electric Scooter Xiaomi Electric Scooter 4 25 km/h Black,"Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase Electric Scooter Xiaomi Electric Scooter 4 25 km/h Black at the best price and enjoy a healthy life! The Xiaomi SCOOTER 4 electric scooter is an advanced urban mobility solution that combines power and range in a durable and stylish design available in black . It features a 300 W electric motor providing continuous power to reach a maximum speed of 25 km/h , ideal for agile and smooth city travel. Its battery has a capacity of 7650 mAh , allowing an approximate range of 35 km per charge , supporting longer trips without frequent recharging. The scooter is equipped with 10-inch wheels front and rear, offering stability and comfort on various urban surfaces. It is designed to support a maximum load of 110 kg , ensuring safety and comfort for most users. Additionally, its robust frame and compact size contribute to versatile handling, while its peak power of 600 W delivers extra per",,
291,High Quality Good Price Office Glass Window Passive Window Tilt-Turn Aluminum Window,"Production Name Passive Window Material Aluminum Alloy(6060-T66) Profile wall thickness 2.0-2.2mm Surface process Powder coating,Wood grain transfer printing Use Occasion All rooms Size Custom Hardware configuration Top Quality Hardware Accessories Packing Tightly packed to prevent any damage Advantage Easy to operate ,Wind resistance, waterproof 1. Q: Who is Warren? What are your main products? A: Warren is one of the biggest windows manufacturers in China, specializing in high-end aluminum windows & doors. 2. Q: Do you have any certifications? A: Yes. We have NAFS/NAMI/NFRC/CSA certifications. Our products can meet North American standards. 3. Q: How long will it take for production? A: It will take around four weeks after receiving your down payment. 4. Q: What is your delivery time? A: 16 days to LA, 26 days to NY, 28 days to Houston. And 30-40 days to other cities in North America. 5. Q: What is your warranty? A: Products covered by Limited Lifetime Warranty(LLW). 6. Q: How to ins",,
292,Clarke & Clarke Haze Denim Fabric Sample F1335/02.CAC.0,,,
293,Night Vision Quilt Pattern Modernly Morgan MM 019,Night Vision Quilt Pattern Modernly Morgan MM 019,,
294,"Hemoton Inflatable Serving Bar Buffet 2 PCS, Drink Bottle Holder Floating Beverage Salad Fruit Serving Bar for Indoor Outdoor Summer Beach Luau Party, Picnic, BBQ, Camping, Water Fun Decorations","About This 【Premium Quality】Inflatable serving bar is made of thickened PVC fabric, abrasion resistant and not easy to, - lasting for and reusable use, safe and no harm for holding drinks and fruits. Just drain, deflate, dry and store it for your next party. 【Keep Cold for Hours】filling ice into the tray you can keep food and drinks cool and fresh for hours. Refrigerate all food in the ice bar, you can more ice to keep cold. Just keep your drinks icy and cold in this summer with our inflatable cooler, allowing you to enjoy a happy summer time. 【Easy to use】The inflatable cooler for parties is designed with 5 cup holders works with party cups, cans, and bottles. Inflate the cooler tray through the air plug at the bottom with pump, quick and safe, wont to air or water leakage, easy operation, sturdy and can be used trustingly. 【Party Delight】Serve as an interesting and festive addition to a summer party, tropical theme party, beach party, pool party or Hawaiian party, etc, letting you pl",,
295,Meguiar's Quik Interior Detailer - 16oz [G13616],"Quik Interior Detailer - 16oz You practically live in your car, and with Meguiar's® Quik Interior Detailer™ you can quickly and easily keep it clean. Quik Interior Detailer™ is the fastest way to safely clean interior plastics, vinyl, leather, rubber, metal, and even LCD and navigation screens. The gentle, high-lubricity formula cleans quickly, lifting off dust, dirt, grime, and spills to restore the original appearance of all interior surfaces. Features: Safely cleans ALL interior surfaces Contains sun-blocking agents to preserve the original appearance Convenient spray-on, wipe-off product that will not leave behind a greasy appearance or feel Improved, deeper cleaning formula Quickly and safely clean interior plastics, vinyl, leather, rubber, metal, and even LCD and navigation screens Gentle, high-lubricity formula quickly cleans, lifting dust, dirt, grime, and spills while restoring the original appearance of all interior surfaces Great for fast touch-ups",,
296,"OFFNOVA Spiral Binding Machine, Spiral Coil Binder with Electric Coil Inserter, Easy to Punch Handle, Adjustable Side Margin, for Letter/A4/A5, Includes 100pcs 5/16"" Plastic Coils & Crimper Plier","About This Electric Coil Binding – OFFNOVA spiral binding machine features an electric coil inserter that effortlessly winds and unwinds coils, saving time and effort. Need to update your documents? Easily remove and replace pages for flexible, personalized binding—perfect for office reports, school projects, and professional presentations. Dual-Arm Punching – Designed with an ergonomic dual-arm handle, this book binder reduces punching effort while increasing efficiency. Punch up to 15 sheets (80g ≤ 20lb) at once and bind up to 500 sheets, making it a game-changer for manuals, brochures, and business proposals. Precision Punching Control – The adjustable side and edge guide in this binding machine spiral coil binder ensures accurate punching for Letter (44 holes), A4 (46 holes), and A5 (34 holes) paper sizes. Customize margins from 2.5mm to 6.5mm for professional-quality planners, notebooks, and reports. Pre-Assembled & Durable – Unlike other binding machines, this coil binding machin",,
297,"DryLine Grip Correction Tape, Non-Refillable, Gray/Green Applicator, 0.2"" x 335""","Paper Mate Liquid Paper DryLine Grip Correction Tape lays down smoothly and corrects instantly--no drying necessary. Ideal for correcting single or multiple lines, this strong polymer-back tape quickly fixes mistakes without making a mess. This correction tape resists breakage and tearing, allowing you to neatly correct long passages of text. It also applies dry, so you can copy, fax, edit, or type immediately after application.",,
298,"6pcs Walking Stick Tips, Replacement Rubber Tips for Walking Sticks, Trekking Pole Tips Baskets Hiking Pole Tips Feet Shock Absorption Rubber Cane Tips 11mm Diameter Survival Hiking Stick Accessories","About This EXTRA PROTECT: Walking stick, trekking poles, hiking poles rubber tips used for adding extra grip and traction on varies terrain, rubber walking stick tips are essential hiking accessories to ensure body balance when survival, hiking, walking or climbing outdoor UNIVERSAL RUBBER TIPS REPLACEMENT: Our rubber tips for walking sticks design with standard diameter of 11 mm / 0.43 inch, these pole tips will fit perfect for most brands walking sticks, these rubber tips are great replacement of walking sticks tip, trekking pole tip, hiking sticks feet, cane tips, crutch tips, ski poles tip SAFETY: Our walking stick rubber tips made of high quality rubber with embedded metal washers, these rubber walking pole tips will greatly protect the tungsten carbide tips of your expensive trekking poles and prolong your trekking stick using time ALL TERRAIN: These trekking poles tips can be widely used for any terrain, especially rocky, gravel, mud, sand, rain, snow or other harsh terrain. Hik",,
299,Unisex windbreaker,"Whether you’re hiking, camping, or just running errands, this casual, sporty windbreaker’s got you covered. It’s very lightweight, durable, and water-repellent. This unisex windbreaker has a zipped closure and elasticated cuffs for a snug fit and comfortable wear. It also has two zipped pockets to store your essentials while on the move. This classic windbreaker will keep you both fashionable and protected on all your adventures. • 100% polyamide • Fabric weight: 7.13 oz./yd.² (202 g/m²) • Regular fit • Hood with a drawstring, zipped closure, elastic cuffs and hem • 2 zipped pockets • This product’s fabric is OEKO-TEX Standard 100 certified and PETA-Approved Vegan This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",,
300,New York Mets - Elan Deluxe Corkscrew In Bamboo Box,"It's the details that make the difference - The Elan Corkscrew is a stainless steel waiter-style corkscrew with an eco-friendly bamboo handle and bamboo box with a hinged door. No more fishing around in your drawer for the wine opener, this corkscrew set sits elegantly on your bar top for your guests to admire.",,
301,Helikopter Bell 206 Jet Ranger,"Die Bell 206 Jet Ranger ist eine Hubschrauberfamilie des US-amerikanischen Herstellers Bell Flight. Sie ist der kommerziell erfolgreichste Zivilhubschrauber. Wissenswertes Bell Helicopter USA / Canada (Hauptsitz in Fort Worth, Texas, USA) hat seit 1967 mehr als 6'300 Stück des Bell 206 in verschiedenen Varianten verkauft. Helikoptertyp (je nach Standort abweichend) Bell 206 Jet Ranger III Einsatzbereich: Passagiertransporte, Überwachungsflüge, Film- und Foto Flüge, Vermessungsflüge, Schulung Hauptrotordurchmesser: 11,28 m Leergewicht: 903 kg Max. Startgewicht: 1452 kg Sitzplätze: 5 (4 PAX + 1 Pilot) Reisegeschwindigkeit: 190 km/h Höchstgeschwindigkeit: 240 km/h Dienstgipfelhöhe: 4'114 m ü. M. (Dichtehöhe) Antrieb: Gasturbine vom Typ Rolls Royce Allison 250C-20B, Max. Leistung 309 kW (420 PS) Treibstoff: Jet A1 (Kerosin)",,
302,FUJIFILM FT-XH File Transmitter Grip,"FUJIFILM FT-XH File Transmitter Grip The FT-XH File Transmitter Grip vastly improves the networking capabilities of the camera. It has fast Wi-Fi connectivity, with speeds up to 600 Mb/s, along with wired LAN connectivity for in-studio tethered shooting. Remote recording by wired LAN or wireless LAN; capable of controlling up to four X-H2S cameras from a browser at the same time The file transmitter also brings the usual benefits of a battery grip, such as shooting in the vertical orientation and being able to accept two additional NP-W235 rechargeable lithium-ion batteries to increase shooting capacity. In terms of its physical design, the extended shape incorporates a secondary shutter release button as well as a focus lever, AE-L button, AF-ON button, front and rear command dials, and Q button to mimic the camera's own layout for intuitive handling. The file transmitter also brings the usual benefits of a battery grip, such as shooting in the vertical orientation and being able to a",,
303,Solar System,"Completed Size:18"" W x 17.5"" H on 14ct. Stitch Count: 249w x 243h. Floss: 51 DMC Cotton Colours. Original image courtesy of NASA search-split, 1156, Stars, Celestial",,
304,Free Cosmetic Concept Mock-Up Psd,We deliver staggering free mockups that save you time and money and this time we thought to delight you big time with the best free cosmetic concept mock-up psd. Applications Supported Adobe Photoshop File Types PSD License Free to Use (see source for details) Source Freepik Free Download,,
305,Mr Zogs Quick Humps Sex Wax,"Sexwax Quick Humps surfboard wax formulas are the ""go to"" choice for professional and experienced surfers around the world, now packaged in recyclable paperboard boxes. This new package is easy to open and can be reused to keep your leftover or partially used wax clean in its original package. Find the ideal balance between stability and stickiness by utilizing these formulas alone or as part of a Basecoat/Topcoat combination. 1-X YELLOW LABEL REVISED RANGE X-COLD to COLD 58°F / 14°C & BELOW 2-X PURPLE LABEL REVISED RANGE COLD TO COOL 48°F to 68°F 9°C to 20°C 3-X GREEN LABEL REVISED RANGE COOL TO MID WARM 58°F to 74°F 14°C to 23°C 4-X ORANGE LABEL REVISED RANGE MID COOL TO WARM 64°F to 78°F 18°C to 26°C 5-X RED LABEL REVISED RANGE WARM TO MID TROPIC 70°F to 84°F 21°C to 29°C 6-X BLUE LABEL REVISED RANGE TROPIC 78°F / 26°C & ABOVE (Base coat) SINGLE WAX OR BASECOAT/TOPCOAT? WHAT IS THE DIFFERENCE BETWEEN HARD & SOFT WAX? Softer waxes will be: Stickier Easier to apply More likely to move",,
306,"Master Fluid Solutions - Trim MicroSol 585XT, 5 Gal Pail Cutting & Grinding Fluid - Semisynthetic, For Machining",Item #: 32627606 Brand: Master Fluid Solutions Model #: 7276177/0941337 Exact Tooling IR#: 04 Features and Benefits Cutting and grinding fluids are used for cooling and lubricating when material is being removed with an abrasive wheel or belt during rotational operations. Semi-synthetic fluids are made from a blend of mineral oils and synthetic additives. They offer good to superior performance in most metals and high performance applications. Semi-synthetic fluids can be used as an economical alternative to synthetic fluids. Product Specifications Type Cutting & Grinding Form or Style Semisynthetic Container Size Range 5 Gal. - 49.9 Gal. Container Type Pail For Use With Copper; Iron; Steel; Titanium Container Size 5 gal Additional Material Applications Aluminum; Composites; Plastics Trade Name/No. TRIM MicroSol 585XT Additional Information Includes Refractometer Material Application Aluminum Alloys; Cast Iron; Composites; Copper; Plastics; Steels; Titanium PSC Code 9150,,
307,Q42,,,
308,TORK CRAFT BEARING KIT FOR ARMATURE (30/32) MOTOR SERVICE KIT TCMD0068HD-SK09,BEARING KIT FOR ARMATURE (30/32) MOTOR SERVICE KIT TCMD0068HD-SK09Power Tools > Electric > Drills > Spare Parts,,
309,Pirinç Fıçı Kumbara Ksk3115,Pirinç Fıçı Kumbara Ksk3115 Ürün Ölçüleri 10 Cm,,
310,1 Qt Expansion Tank,Recovery Tank - Coolant - 1 qt - 1/4 in NPT Female Inlet - 1/2 in NPT Female Outlet - Aluminum - Natural - Universal - Each,,
311,Quake LED - QBU789 - Jeep JK Double Light Window Pillar Bracket 2007-18 Wrangler JK Black Powdercoat Pair For 2007-2017 Jeep Wrangler,The Quake LED Jeep Wrangler JK double window pillar bracket fits most Quake work lights. Mounts with existing Jeep bolts. Attributes GTIN: 00718193341069 Brand Name: Quake LED Color: Black Finish: Powdercoat Material: Steel Rock Light: True Sold As: Pair Wiring Harness Included: True Extended Information Country of Origin: China Emissions : Emissions Compliance Exempt Life Cycle Status: Available To Order Packing Information Quantity of Each: 1 Package UOM: PR Dimension: 4 x 6 x 9 inches Weight: 2.2 lb,,
312,Grüne Fee Kopfsalat Maikönig,Kopfsalat für frühes Freiland,,
313,"Young4us 2 Pack 6-inch Crystal Optical Glass Triangular Prism for Photography, Kids, Science, Teaching Light Spectrum, Physics and Taking Photos Pictures (Set of 2, 150mm)","Brand: Young4us Color: 2 Pack Features: CRYSTAL CLEAR: Made of Optical Glass, the Triangular Prism is crystal clear for you to use this equilateral prism to split a beam of light into spectral components GREAT PHOTOGRAPHY TOOL: The Triangular Prism is not only clear and beautiful, but also provides rainbow color light effects for you to take unique photos LIGHT SPECTRUM TEACHING: Show wonderful rainbow optical effects for your kids or students, so you can explain these great natural sciences to them 2 IN 1 FOR MULTIPLE USES: We offer 2 Triangular Prisms for you to use them in various different occasions. You can also use them for decorations WHAT YOU GET: 2 Pack 6-inch Crystal Optical Glass Triangular Prisms. Due to the glass material, this product may break during delivery. If you receive defective items, please let us know via email to get replacement items. Binding: Toy model number: BL-SLJ-X2 Part Number: BL-SLJ-X2 Package Dimensions: 7.4 x 5.8 x 1.9 inches",,
314,"Teak Plugs - 1/4"" - 20 Pack","Teak Plugs 1/4"" Plug 20 Pack",,
315,Portable Airbrush Paint Spray Booth Kit with LED Lights and Turntable,"This paint booth ignites your creativity under the glow of 3 LED white lights with a stellar output of 1200 lumens, enabling meticulous attention to detail in a peaceful environment with a low noise output of ‚â§45dB. You can effortlessly handle your projects with a large, 360¬∞ revolving turntable and convenient top racks for organizing your tools. Moreover, this paint station also enhances air quality thanks to a dual-layer polyester fiber filter within a smart 3-side board design that optimizes airflow direction and containment. Designed for the artist on the move, this airbrush kit features a foldable, easy-to-carry structure, complemented by a powerful ventilation system including a strong fan and an adjustable 36-145 cm exhaust extension hose, ensuring your workspace remains clear and fume-free wherever your art takes you. If you are looking for such a product, do not hesitate to buy it! Unleash High-Efficiency Airflow: This spray booth kit features a strong fan that provides an ",,
316,Magnetic Curtain Tiebacks for Window Decoration 1 Pair(2PCS),"Specifications: The curtain tiebacks are magnetic with a beautiful woven texture appearance, compact as well as solid without loose and falling off. Bring you a new style and elegant life. Size : Whole length approx15.7″ including magnetic snap, ornament diameter of 1.4″ Material: Imported strong magnet, steel Wire, and polyester. The curtain tieback rope is made of an anti-wear material and the magnetics of our curtain tiebacks are completely wrapped in a beautiful woven texture. The upgraded powerful magnets with nickel plating which is more strong and more durable than traditional Magnets. Curtain Tiebacks are very easy to use without damaging your walls and no need to use a hook, punch and install, you can use the draperies easily and freely. It is a great alternative to wall-mounted hooks and could be tied on anywhere. Half-tie or Full-tie, double-wrap, or any innovation, could show different styles to your curtains, Perfect for drapes, sheers, or showers. when you do not use it, ",,
317,Regal Cake Rusks Original (8 pieces) 165gm,"About Product Nutritional Information per 100gm (unless otherwise stated): As per 30g Energy: 163kcal Fat: 8.286g of which Saturates: 3.219g Carbohydrates: 19g of which Sugar: 10g Fibre: 0g Protien: 2.97g Salt: 0.29g Ingredients: Fortified Wheat flour ( Wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Eggs , Sugar, Vegetable oil (Palm, Rapeseed, Palm Fractions), Milk powder , Raising Agent (E450,E500), Colour(E161b).",,
318,Oxo On The Go Wipe Pink (63105100),"Keeps wipes on hand for quick access on the go Large button for easy, one-handed opening Silicone tether securely attaches Dispenser to strollers or diaper bag straps Generous opening provides easy access and dispenses one wipe at a time Slim shape tucks perfectly into any bag",,
319,Polar Top Curved Glass,Genuine Polar Replacement top curved glass for U-Series four door gastronorm saladette counter.,,
320,Allyson Park - Bunching Lateral File Hutch - White,"Vintage can refer to ""a classic"", add in a relaxed style and you create a classic look with a casual feel. Looks that easily work in today's homes and a style uncompromised with comfort abound, Allyson Park offers cottage styles you love in a wire brushed two tone finish that will work from the beach to the mountains to an industrial loft. Product Features Open Display Wire Management Provisions Planked Back Panel Allyson Park - Bunching Lateral File Hutch - White 32.0""W x 15.0""D x 45.5""H - 70.0 lb",,
321,"Zaun mit Pfosten Grau 0,6 x 25 m Stahl","Dieses Set aus Außen-Zaunpaneelen ist echt super, wenn du deinen Garten oder deine Terrasse abgrenzen willst. Mit ihrem modernen Look bringen die Paneele frischen Wind in jeden Außenbereich und schützen gleichzeitig gegen Wetter. Sie schaffen eine smarte Grenze um deinen Platz und passen überall gut hin. Ein echtes Muss für Wohnungen und Geschäfte! Material: Diese Paneele aus hochwertigem Stahl sind eine starke Barriere gegen die Außenwelt. Sie sind stabil genug, um lange in jedem Außenbereich zu halten. Außerdem sind sie UV-beständig, damit sie in der Sonne gut aussehen. Pulverbeschichtete Oberfläche: Mit einer coolen, pulverbeschichteten Oberfläche sehen diese Paneele nicht nur schick aus, sie sind auch praktisch. Die Beschichtung bietet einen Schutz, der ihnen hilft, Wetter und Rost zu widerstehen. Ihre Farben bleiben frisch und sie sehen das ganze Jahr über toll aus. Wetterbeständigkeit: Der Zaun ist dafür ausgelegt, den Elementen standzuhalten. Ob Regen oder Sonne, er bleibt intak",,
322,1 x RAW Customer Returns BELLE VOUS Glass Ball for Photography 100mm - 10cm Photo Ball with Crystal Stand Velvet Bag Microfiber Cloth - Clear Crystal Ball Lensball for Photography and Decoration - Glass Ball - RRP €25.88,Download Manifest: HERE Title Qty Unit Price Total Price ASIN EAN BELLE VOUS Glass Ball for Photography 100mm - 10cm Photo Ball with Crystal Stand Velvet Bag Microfiber Cloth - Clear Crystal Ball Lensball for Photography and Decoration - Glass Ball 1 €25.88 €25.88 B01N3AF2K2 5060490954448,,
323,Kit Reparador Karseell ORIGINAL : Mascarilla Capilar con Colágeno + Aceite de Argán,"¿CANSADA de LUCHAR contra un cabello SECO, sin BRILLO y sin VIDA? La Mascarilla Capilar con Colágeno y el Aceite de Argán Karseell es la clave para conseguir un cabello radiante, suave y lleno de vida Transforma tu cabello con este kit avanzado, enriquecida con esencia de maca y colágeno activo, repara profundamente, hidrata y aporta un brillo espectacular, dejándolo suave y sin frizz ¡DEJA ATRÁS ESE CABELLO SECO Y ESPONJADO! El aceite de Argán Karseell™ ayuda a reparar y restaurar el cabello dañado y quebradizo, reduciendo las puntas abiertas, proporciona un brillo saludable y natural al cabello haciéndolo lucir más vivo y radiante ¡RECUPERA TU CABELLO SIN NECESIDAD DE CORTARLO! ¡Un tratamiento único para un cabello radiante! ¿Por qué TODAS ELIGEN el Kit Reparador KARSEELL? Hidratación profunda: Combate sequedad y aspereza Reconstrucción: Repara daños y fortalece Brillo y suavidad: Mejora textura y apariencia Reduce el frizz: Suaviza y controla el encrespamiento Facilita el peinado: M",,
324,"Large Power Tool Organizer Wall Mount-12 Drill Holder, Metal Heavy Duty Garage Tool Storage Shelves with Screwdriver Plier Holder, Gifts Idea for Men Dad Husband","Overview Material : Alloy Steel Color : Black Special Feature : Detachable Product Dimensions : 7.5""D x 15.7""W x 52""H Shelf Type : Tiered Shelf About this item 【 12 Drills Holder High-capacity Storage】This power tool organizer uses the latest four-tier high-capacity design. The bottom layer can store 8 cordless drills, the upper three layers can store other heavy tools or various small tools, and a hammer holder, pliers holder and screwdriver holder are added to the side.providing you a neat and efficient workbench! 【Strong Weight Capacity】The tool storage for garage organization is made of thickened heavy-duty steel metal for greater weight capacity and durability,Each edge of the metal plates is polished to ensure a smooth finish, preventing any scratches to your fingers. The upgraded welding points and coating help prevent deformation while enhancing strength and longevity. 【Perfect Help In The Garage】 This tool rack can transform your cluttered tool bench or underutilized wall spac",,
325,PerioSciences Hydrating Mouthwash Rinse Oral Care Pre Brush - Mint Anti Cavity Dry Mouth Plaque Remover for Healthier Gum Tissue & Teeth Enamel Protection - AO Dentist Recommended Clean - Pack of 2,"About This ANTIOXIDANTS SUPPORT NATURAL DEFENSES - A combination of PerioSciences’ signature antioxidants and minerals, botanicals and other moisturizers supports your saliva’s natural defenses and is ideally suited for extreme oral sensations NATURAL INGREDIENTS - This Mouthwash contains a combination of plant extracts that freshen breath, keeps teeth clean and moisturizes dry oral tissue, resulting in improved appearance of the tissue & a pleasant and fresh feeling in the mouth. FREE OF fluoride, alcohol, sodium lauryl sulfate (SLS), parabens, and artificial colors GREAT FOR YOUR GUMS - Cool and flavorful, this Mouthwash will freshen breath while soothing soft tissue in the oral cavity resulting in improved appearance of tissue and a pleasant, fresh feeling in the mouth DENTIST RECOMMENDED - Scientifically proven ingredients with antibacterial properties focusing on the mouth's natural defense system to reduce plaque, promote healthier teeth and gums FIRST IN ITS CLASS - AO ProRinse ",,
